Betreiber;Art der Ladeeinrichung;Anzahl Ladepunkte;Steckertypen1;Steckertypen2;Steckertypen3;Steckertypen4;P1 [kW];P2 [kW];P3 [kW];P4 [kW];Nennleistung Ladeeinrichtung [kW];Kreis/kreisfreie Stadt;Ort;Postleitzahl;Straße;Hausnummer;Adresszusatz;Inbetriebnahmedatum;koordinaten;Anzeigename (Karte);Steckertypen5;P5 [kW];Public Key5;Steckertypen6;P6 [kW];Public Key6
Fraunhofer-Gesellschaft e. V.;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Karlsruhe;Pfinztal;76327;Joseph-von-Fraunhofer-Straße;7;Fraunhofer ICT;;49.016071, 8.522746;;;;;;;
Fraunhofer-Gesellschaft e. V.;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Karlsruhe;Pfinztal;76327;Joseph-von-Fraunhofer-Straße;7;Fraunhofer ICT;;49.016731, 8.517653;;;;;;;
Autohaus Leicht GmbH;Normalladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;;22.0;11.0;;;33.0;Landkreis Karlsruhe;Pfinztal;76327;Hauptstraße;1;;;48.989603, 8.535184;;;;;;;
Autohaus Leicht GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;11.0;22.0;;;33.0;Landkreis Karlsruhe;Pfinztal;76327;Hauptstrasse;1;;;48.989572, 8.535418;;;;;;;
EnBW Ostwürttemberg DonauRies AG;Normalladeeinrichtung;6.0;AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;11.0;11.0;11.0;11.0;66.0;Landkreis Karlsruhe;Eggenstein-Leopoldshafen;76344;Hermann-von-Helmholtz-Platz;1;KIT - Ladepark bei Bau 353;;49.093104, 8.429157;EnBW ODR AG;AC Typ 2 Fahrzeugkupplung;11;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04E7 F3B1 3F57 C9AF 4CE7 87F6 F5BB 0425 BFD5 B79E 0F9F 72E0 2E9B E232 3F98 2FBD 1334 6696 FBEB 73C4 1F0C 4019 8868 3B06 759C 1435 A038 BD1A D93E CC64 CB07 DD25 18;AC Typ 2 Fahrzeugkupplung;11;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0406 1CE4 9824 41B9 4872 3692 2880 0A60 3E36 7C33 87DE B0CF 7899 C610 0B96 CB8D 535F 6AA9 8520 4FF9 A679 C253 7255 AE21 FB9D 3C1C 0D2C E2A8 D8BF 8C83 E3CB 4031 1A
Graf Hardenberg GmbH - Eggenstein;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;22.0;;;33.0;Landkreis Karlsruhe;Eggenstein;76344;Hauptstraße;125;;;49.042338, 8.233144;;;;;;;
Brandwein GbR;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Karlsruhe;Eggenstein;76344;Daimlerstraße;8;;;49.073317, 8.385247;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;93.0;Landkreis Karlsruhe;Linkenheim-Hochstetten;76351;Römeräcker;3;;;49.137069, 8.426375;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Linkenheim-Hochstetten;76351;Am Biegen;0;;;49.1297, 8.4192;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Linkenheim-Hochstetten;76351;Badener Straße;0;;;49.1315, 8.4211;;;;;;;
Pfalzwerke AG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Linkenheim;76351;Karlsruher Str.;84;;;49.129505, 8.417252;Pfalzwerke AG;;;;;;
Autohaus Uwe Ratzel GmbH & Co. KG;Normalladeeinrichtung;4.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;22.0;22.0;22.0;22.0;88.0;Landkreis Karlsruhe;Linkenheim-Hochstetten;76351;Waldstr.;44;;;49.132202, 8.428375;;;;;;;
Mer Germany GmbH;Schnellladeeinrichtung;2.0;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";AC Typ 2 Steckdose;;;50.0;22.0;;;50.0;Landkreis Karlsruhe;Weingarten;76356;Durlacher Straße;80;3191;;49.046111, 8.526317;MER Germany;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;30.0;Landkreis Karlsruhe;Marxzell / Frauenalb;76359;Klosterstraße;1;;;48.835308, 8.441516;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;30.0;Landkreis Karlsruhe;Bruchsal;76646;Reserveallee;5;;;49.128594, 8.60122;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Karlsruhe;Bruchsal;76646;Kammerforststraße;19;;;49.13776, 8.56103;;;;;;;
Emscher Lippe Energie GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Karlsruhe;Bruchsal;76646;Murgstr.;4;;;49.13713, 8.59276;Emscher Lippe Energie GmbH;;;;;;
ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Karl-Benz-Weg;3;;;49.120037, 8.574466;ALDI SÜD;;;;;;
Auto Zschernitz GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Dieselweg;7;;;49.12004, 8.57264;Zschernitz;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;1.0;"AC Typ 2 Steckdose; AC Schuko";;;;22.0;;;;22.0;Landkreis Karlsruhe;Bruchsal;76646;John-Bopp-Straße;26;;;49.123593, 8.597748;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;1.0;"AC Typ 2 Steckdose; AC Schuko";;;;22.0;;;;22.0;Landkreis Karlsruhe;Bruchsal;76646;Pfeilerstraße;7;;;49.123392, 8.600755;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal-Untergrombach;76646;Joß-Fritz-Straße;0;(FlSt 5993);;49.088775, 8.547441;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Hauptstraße;1;;;49.076839, 8.586869;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Kurpfalzstrasse;62;;;49.085187, 8.641433;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bruchsal;76646;Paul-Gerhardt-Str.;0;;;49.11902, 8.571032;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Schnellladeeinrichtung;2.0;"DC CHAdeMO; DC Fahrzeugkupplung Typ Combo 2 (CCS)";AC Typ 2 Steckdose;;;50.0;22.0;;;72.0;Landkreis Karlsruhe;Bruchsal;76646;Stegwiesenstr.;8;;;49.13732, 8.591298;;;;;;;
smopi® - Multi Chargepoint Solution GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Karlsruhe;Bruchsal;76646;Zeiloch;14;;;49.13893, 8.586473;smopi;;;;;;
Golfclub Bruchsal eV;Normalladeeinrichtung;3.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;11.0;11.0;11.0;;11.0;Landkreis Karlsruhe;Bruchsal;76646;Langental-Siedlung;2a;Parkplatz-obere Ebene;;49.105589, 8.60712;;;;;;;
Graf Hardenberg GmbH;Normalladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);AC Typ 2 Steckdose;;;22.0;11.0;;;33.0;Landkreis Karlsruhe;Bruchsal;76646;Murgstraße;9-13;;;49.081309, 8.354042;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;22.0;Landkreis Karlsruhe;Philippsburg;76652;Rote-Tor-Str.;17;;;49.235267, 8.454193;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Philippsburg;76661;Rheinstraße;41;;;49.196868, 8.465961;;;;;;;
Alexander Rolli;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Karlsruhe;Philippsburg;76661;Schwarzwaldstraße;25;;;49.229962, 8.466317;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;93.0;Landkreis Karlsruhe;Bad Schönborn;76669;Hermann-Löns-Straße;0;;;49.225024, 8.654368;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn-Langenbrücken;76669;Klammenstraße;0;(FlSt 262/2);;49.201953, 8.645842;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Bad Schönborn;76669;Franz-Peter-Siegel-Straße;0;;;49.20145, 8.65283;;;;;;;
Eugen Gabriel;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Karlsruhe;Bad Schönborn;76669;Beethovenstraße;73A;;;49.224289, 8.656608;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Östringen - Odenheim;76684;Bahnhofstraße;1;;;49.1795, 8.7447;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Östringen;76684;Viktoriastraße;13 (ggü);;;49.215222, 8.705569;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Östringen;76684;Am Kirchberg;19;;;49.21926, 8.71035;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Karlsdorf-Neuthard;76689;Kirchstraße;37;;;49.12793, 8.52112;;;;;;;
Shell Deutschland GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Karlsruhe;Karlsdorf-Neuthard;76689;Im Entenfang;2a;;;49.135199, 8.527059;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;43.0;50.0;;;93.0;Landkreis Karlsruhe;Forst;76694;Autobahnraststätte Bruchsal West;0;BAB5;;49.160998, 8.567015;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;43.0;50.0;;;93.0;Landkreis Karlsruhe;Forst;76694;Autobahnraststätte Bruchsal Ost;0;BAB5;;49.162905, 8.570877;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;75.0;;;150.0;Landkreis Karlsruhe;Forst;76694;Autobahn;0;BAB5;;49.160993, 8.567019;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Forst;76694;Werner-von-Siemens-Straße;14;;;49.155958, 8.577806;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Kirchplatz;0;(FlSt 49/8);;49.178772, 8.622183;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Ubstadt-Weiher;76698;Schönbornstraße;0;(FlSt 19);;49.182284, 8.645097;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal-Gochsheim;76703;Wilhelmstraße;0;(FlSt 826/2);;49.105982, 8.745112;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal-Münzesheim;76703;Rathausstraße;0;(FlSt 126);;49.12502, 8.715892;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal;76703;Menzinger Straße;19;;;49.149435, 8.807981;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal;76703;Jedermannstraße;20;;;49.153717, 8.718808;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal;76703;Rathausstraße;0;;;49.12502, 8.715892;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Kraichtal;76703;Rathausstraße;1;;;49.125062, 8.715917;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;30.0;Landkreis Karlsruhe;Dettenheim;76706;Ruchenstraße;2;;;49.183373, 8.423504;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Dettenheim-Liedolsheim;76706;Am Hambiegel;17;;;49.158815, 8.410095;;;;;;;
Energie- und Wasserversorgung Bruchsal GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Karlsruhe;Dettenheim;76706;Huttenheimer Straße;28;;;49.186219, 8.424883;;;;;;;
Shell Deutschland GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Karlsruhe;Kronau;76709;Am Autobahnzubringer;1;;;49.22434, 8.61197;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";"AC Typ 2 Steckdose; AC Schuko";;;22.0;22.0;;;30.0;Landkreis Karlsruhe;Kronau;76709;Hebelstraße;1;;;49.216133, 8.636271;;;;;;;
Citywatt GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Singen;78224;Gottlieb-Daimler-Straße;16;;;47.753041, 8.882028;Citywatt GmbH;;;;;;
naturenergie hochrhein AG;Schnellladeeinrichtung;3.0;AC Typ 2 Steckdose;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";AC Typ 2 Steckdose;;22.0;50.0;22.0;;70.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Georg-Fischer-Str.;55-57;;;47.754235, 8.856297;naturenergie;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Singen;78224;Georg-Fischer-Strasse;55-57;;;47.754251, 8.856443;naturenergie;;;;;;
Thüga Energie GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;70.0;Landkreis Konstanz;Singen;78224;Hohgarten;2;;;47.761445, 8.833487;;;;;;;
Thüga Energie GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;70.0;Landkreis Konstanz;Singen;78224;Stockholzstraße;2;;;47.753535, 8.858779;;;;;;;
Thüga Energie GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;70.0;Landkreis Konstanz;Singen;78224;Maggistraße;5;;;47.755979, 8.839612;;;;;;;
Thüga Energie GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;43.0;50.0;;;70.0;Landkreis Konstanz;Singen;78224;Schaffhauser Straße;32;;;47.762038, 8.829227;;;;;;;
Thüga Energie GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen;78224;Uhlandstraße;27;;;47.768752, 8.835289;;;;;;;
BP Europa SE;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Fittingstr.;99;;;47.754134, 8.852683;Aral Pulse;;;;;;
deer GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Singen (Hohentwiel);78224;Am Posthalterswäldle;74;;;47.771855, 8.842719;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;43.0;50.0;;;93.0;Landkreis Konstanz;Engen;78234;Raststätte Hegau West;0;BAB81;;47.861429, 8.786138;;;;;;;
EnBW mobility+ AG und Co.KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Konstanz;Engen;78234;Raststätte Hegau West;0;BAB81;;47.861482, 8.78616;;;;;;;
On Charge GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Hilzingen;78247;Bahnhofstraße;1;;;47.763472, 8.779139;;;;;;;
naturenergie hochrhein AG;Normalladeeinrichtung;2.0;"AC Typ 2 Steckdose; AC Schuko";AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Tengen;78250;Marktstr.;3;;;47.816724, 8.660017;naturenergie;;;;;;
Rafael Weber;Normalladeeinrichtung;1.0;AC Typ 2 Fahrzeugkupplung;;;;11.0;;;;11.0;Landkreis Konstanz;Tengen;78250;Flühweg;3;;;47.813654, 8.656488;;;;;;;
Gemeindewerke Steißlingen (Eigenbetrieb);Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;11.0;11.0;;;22.0;Landkreis Konstanz;Steißlingen;78256;Gartenstr.;9;;;47.800836, 8.926491;;;;;;;
Thüga Energie GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Steckdose;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";;;22.0;50.0;;;70.0;Landkreis Konstanz;Gailingen;78262;Hauptstraße;7;;;47.697008, 8.754161;;;;;;;
BP Europa SE;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Radolfzell am Bodensee;78315;Eisenbahnstr.;8;;;47.741594, 8.95478;Aral Pulse;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Strandbadstraße;0;;;47.729431, 8.993623;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Am Bahnhof;7;;;47.787796, 8.976141;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Dettelbachstraße;29;;;47.777636, 9.025397;;;;;;;
Stadtwerke Radolfzell GmbH;Schnellladeeinrichtung;2.0;AC Typ 2 Steckdose;DC Fahrzeugkupplung Typ Combo 2 (CCS);;;22.0;50.0;;;72.0;Landkreis Konstanz;Radolfzell;78315;Zeppelinstraße;5;;;47.744298, 8.958287;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Kasernenstraße;0;;;47.750091, 8.956419;;;;;;;
Stadtwerke Radolfzell GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Fritz-Reichle-Ring;7;;;47.751408, 8.955706;;;;;;;
Landratsamt Konstanz;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;11.0;;;44.0;Landkreis Konstanz;Radolfzell;78315;Waldstarße;28;;;47.74758, 8.974126;;;;;;;
Shell Deutschland GmbH;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;300.0;300.0;;;300.0;Landkreis Konstanz;Stockach;78333;Messkirchner Str.;37;;;47.85866, 9.00453;;;;;;;
EnBW mobility+ AG und Co.KG;Normalladeeinrichtung;4.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;AC Typ 2 Steckdose;22.0;22.0;22.0;22.0;44.0;Landkreis Konstanz;Stockach;78333;Gewerbestraße;8;;;47.872256, 8.993509;;;;;;;
Stockach Aluminium GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Fahrzeugkupplung;AC Typ 2 Fahrzeugkupplung;;;11.0;11.0;;;11.0;Landkreis Konstanz;Stockach;78333;Nenzinger Str.;17;;;47.8428, 8.98662;;;;;;;
Oest Tankstellen GmbH & Co. KG;Schnellladeeinrichtung;2.0;DC Fahrzeugkupplung Typ Combo 2 (CCS);DC Fahrzeugkupplung Typ Combo 2 (CCS);;;150.0;150.0;;;150.0;Landkreis Konstanz;Stockach;78333;Tuttlinger Str.;41;;;47.844061, 9.011615;;;;;;;
Stadtwerke Stockach GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Stockach;78333;Adenauerstr.;4;;;47.85692, 9.01245;;;;;;;
Stadtwerke Stockach GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Stockach;78333;Hägerweg;16;;;47.853291, 9.01226;;;;;;;
Stadtwerke Stockach GmbH;Normalladeeinrichtung;2.0;AC Typ 2 Steckdose;AC Typ 2 Steckdose;;;22.0;22.0;;;22.0;Landkreis Konstanz;Stockach;78333;Am Stadtgarten;16;;;47.8539, 9.009779;;;;;;;
